dataset;strategy;length_or_k;method;accuracy;f1_score;train_size;test_size;status;grid_search_time;rf_max_depth;rf_max_features;rf_min_samples_leaf;rf_min_samples_split;rf_n_estimators
datasets/BPI_Challenge_2013_incidents.xes;last3;20;Bigram;0.6146788990825688;0.5970931603290687;389;109;Success;3.131308078765869;10;sqrt;1;2;100
datasets/BPI_Challenge_2013_incidents.xes;last3;20;W2V;0.6146788990825688;0.5970931603290687;389;109;Success;3.1633670330047607;10;sqrt;1;2;100
datasets/BPI_Challenge_2013_incidents.xes;last3;20;D2V;0.6788990825688074;0.6186405337781485;389;109;Success;4.42043924331665;10;sqrt;2;2;100
datasets/BPI_Challenge_2013_incidents.xes;last3;20;BERT;0.6146788990825688;0.5970931603290687;389;109;Success;3.458031177520752;10;sqrt;1;2;100
datasets/BPI_Challenge_2013_incidents.xes;last3;20;ACF;0.7247706422018348;0.6176921628238586;389;109;Success;3.7556591033935547;10;sqrt;1;2;100
datasets/BPI_Challenge_2013_incidents.xes;last5;20;Baseline;0.7064220183486238;0.6739221682556815;389;109;Success;3.154153347015381;10;sqrt;2;2;100
datasets/BPI_Challenge_2013_incidents.xes;last5;20;OHE;0.7064220183486238;0.6739221682556815;389;109;Success;3.211150884628296;10;sqrt;2;2;100
datasets/BPI_Challenge_2013_incidents.xes;last5;20;Bigram;0.6788990825688074;0.6196599017699934;389;109;Success;3.3001980781555176;10;sqrt;2;2;200
datasets/BPI_Challenge_2013_incidents.xes;last5;20;W2V;0.6146788990825688;0.5970931603290687;389;109;Success;3.218101978302002;10;sqrt;1;2;100
datasets/BPI_Challenge_2013_incidents.xes;last5;20;D2V;0.7155963302752294;0.6508426116713922;389;109;Success;4.430469989776611;20;sqrt;1;2;200
datasets/BPI_Challenge_2013_incidents.xes;last5;20;BERT;0.6238532110091743;0.6177014953196363;389;109;Success;4.0104429721832275;10;sqrt;1;5;200
datasets/BPI_Challenge_2013_incidents.xes;last5;20;ACF;0.7155963302752294;0.6264187052210096;389;109;Success;3.812762975692749;10;sqrt;2;2;100
datasets/BPI_Challenge_2013_incidents.xes;last10;20;Baseline;0.6880733944954128;0.6506668722534885;389;109;Success;3.2856078147888184;20;sqrt;2;2;200
datasets/BPI_Challenge_2013_incidents.xes;last10;20;OHE;0.7247706422018348;0.6809897779299063;389;109;Success;3.282978057861328;20;log2;2;5;100
datasets/BPI_Challenge_2013_incidents.xes;last10;20;Bigram;0.7064220183486238;0.6626636313072103;389;109;Success;3.307796001434326;10;sqrt;2;2;200
datasets/BPI_Challenge_2013_incidents.xes;last10;20;W2V;0.6146788990825688;0.5970931603290687;389;109;Success;3.1843509674072266;10;sqrt;1;2;100
datasets/BPI_Challenge_2013_incidents.xes;last10;20;D2V;0.7339449541284404;0.6756118799564609;389;109;Success;4.34496283531189;10;sqrt;1;2;100
datasets/BPI_Challenge_2013_incidents.xes;last10;20;BERT;0.6972477064220184;0.6845860829443638;389;109;Success;4.669384002685547;20;sqrt;2;5;200
datasets/BPI_Challenge_2013_incidents.xes;last10;20;ACF;0.7247706422018348;0.6176921628238586;389;109;Success;4.079102277755737;10;sqrt;1;2;100
datasets/BPI_Challenge_2013_incidents.xes;last20;20;Baseline;0.7522935779816514;0.6748622485951407;389;109;Success;3.8672688007354736;20;sqrt;2;5;200
datasets/BPI_Challenge_2013_incidents.xes;last20;20;OHE;0.7339449541284404;0.6509925214862866;389;109;Success;3.631732940673828;20;log2;1;5;100
datasets/BPI_Challenge_2013_incidents.xes;last20;20;Bigram;0.6697247706422018;0.6175693616376944;389;109;Success;3.6780967712402344;20;sqrt;2;2;200
datasets/BPI_Challenge_2013_incidents.xes;last20;20;W2V;0.6146788990825688;0.5970931603290687;389;109;Success;3.5266921520233154;10;sqrt;2;2;100
datasets/BPI_Challenge_2013_incidents.xes;last20;20;D2V;0.7247706422018348;0.6471671923798235;389;109;Success;4.842853784561157;20;log2;1;2;200
